,ticker,cik
647,CURO,0001711291
648,CUZ,0000025232
649,CVA,0000225648
650,CVE,0001475260
651,CVEO,0001590584
652,CVI,0001376139
653,CVM,0000725363
654,CVNA,0001690820
655,CVR,0000019871
656,CVS,0000064803
657,CVU,0000889348
658,CVX,0000093410
659,CW,0000026324
660,CWEN,0001567683
661,CWH,0001669779
662,CWK,0001628369
663,CWT,0001035201
664,CX,0001076378
665,CXE,0000845606
666,CXH,0000847411
667,CXO,0001358071
668,CXP,0001252849
669,CXW,0001070985
670,CYD,0000932695
671,CYH,0001108109
672,CZZ,0001402902
673,D,0000715957
674,DAC,0001369241
675,DAL,0000027904
676,DAN,0000026780
677,DAO,0001781753
678,DAR,0000916540
679,DAVA,0001656081
680,DB,0001159508
681,DBD,0000028823
682,DBI,0001319947
683,DBL,0001525201
684,DCI,0000029644
685,DCO,0000030305
686,DCP,0001338065
687,DCUE,0000715957
688,DD,0001666700
689,DDD,0000910638
690,DDF,0000896923
691,DDS,0000028917
692,DE,0000315189
693,DEA,0001622194
694,DECK,0000910521
695,DEH,0001812173
696,DEI,0001364250
697,DELL,0001571996
698,DEN,0000945764
699,DEO,0000835403
700,DESP,0001703141
701,DEX,0001396167
702,DFIN,0001669811
703,DFNS,0001777946
704,DFP,0001559991
705,DFS,0001393612
706,DFVL,0000312070
707,DFVS,0000312070
708,DG,0000029534
709,DGNR,0001818201
710,DGP,0001159508
711,DGX,0001022079
712,DGZ,0001159508
713,DHF,0001057861
714,DHI,0000882184
715,DHR,0000313616
716,DHT,0001331284
717,DHX,0001393883
718,DHY,0001061353
719,DIAX,0001608742
720,DIN,0000049754
721,DIS,0001744489
722,DIT,0000928465
723,DJCI,0001114446
724,DJP,0000312070
725,DK,0001694426
726,DKL,0001552797
727,DKS,0001089063
728,DL,0001438644
729,DLA,0001101396
730,DLB,0001308547
731,DLNG,0001578453
732,DLR,0001297996
733,DLX,0000027996
734,DMB,0001565381
735,DMF,0000839122
736,DMO,0001478102
737,DMS,0001725134
738,DMYD,0001816101
739,DMYT,0001793659
740,DNB,0001799208
741,DNK,0001785154
742,DNN,0001063259
743,DNOW,0001599617
744,DNP,0000806628
745,DOC,0001574540
746,DOOR,0000893691
747,DOV,0000029905
748,DOW,0001751788
749,DPG,0001515671
750,DPW,0000896493
751,DPZ,0001286681
752,DQ,0001477641
753,DRD,0001023512
754,DRE,0000783280
755,DRH,0001298946
756,DRI,0000940944
757,DRQ,0001042893
758,DRUA,0000715957
759,DS,0001175483
760,DSE,0001603998
761,DSL,0001566388
762,DSM,0000855887
763,DSS,0000771999
764,DSSI,0001761940
765,DSU,0001051003
766,DSX,0001318885
767,DT,0001773383
768,DTE,0000936340
769,DTF,0000879535
770,DTJ,0000936340
771,DTP,0000936340
772,DTW,0000936340
773,DTY,0000936340
774,DUC,0000894239
775,DUK,0001326160
776,DUKB,0001326160
777,DUKH,0001326160
778,DVA,0000927066
779,DVD,0001017673
780,DVN,0001090012
781,DX,0000826675
782,DXC,0001688568
783,DXF,0001499494
784,DXR,0000027367
785,DY,0000067215
786,DZZ,0001159508
787,E,0001002242
788,EAD,0001210123
789,EAF,0000931148
790,EAI,0000007323
791,EARN,0001560672
792,EAT,0000703351
793,EB,0001475115
794,EBF,0000033002
795,EBR,0001439124
796,EBS,0001367644
797,EC,0001444406
798,ECC,0001604174
799,ECF,0000793040
800,ECL,0000031462
801,ECOM,0001169652
802,ED,0001047862
803,EDD,0001388141
804,EDF,0001501103
805,EDI,0001551040
806,EDN,0001395213
807,EDU,0001372920
808,EEA,0000791718
809,EEH,0000352960
810,EEX,0001579214
811,EFC,0001411342
812,EFF,0001573698
813,EFL,0001701167
814,EFR,0001258623
815,EFT,0001288992
816,EFX,0000033185
817,EGF,0001336050
818,EGHT,0001023731
819,EGO,0000918608
820,EGP,0000049600
821,EGY,0000894627
822,EHC,0000785161
823,EHI,0001228509
824,EHT,0001665817
825,EIC,0001754836
826,EIG,0001379041
827,EIM,0001176984
828,EIX,0000827052
829,EL,0001001250
830,ELA,0000701719
831,ELAN,0001739104
832,ELAT,0001739104
833,ELC,0001348952
834,ELF,0001600033
835,ELJ,0001348952
836,ELLO,0000946394
837,ELMD,0001488917
838,ELP,0001041792
839,ELS,0000895417
840,ELU,0001348952
841,ELVT,0001651094
842,ELY,0000837465
843,EMAN,0001046995
844,EMD,0001227862
845,EME,0000105634
846,EMF,0000809708
847,EMN,0000915389
848,EMO,0001517518
849,EMP,0000066901
850,EMPW,0001822928
851,EMR,0000032604
852,EMX,0001285786
853,ENB,0000895728
854,ENBA,0000895728
855,ENBL,0001591763
856,ENIA,0000912505
857,ENIC,0001659939
858,ENJ,0000071508
859,ENLC,0001592000
860,ENO,0000071508
861,ENPC,0001816261
862,ENR,0001632790
863,ENS,0001289308
864,ENSV,0000319458
865,ENV,0001337619
866,ENVA,0001529864
867,ENX,0001177162
868,ENZ,0000316253
869,EOD,0001386067
870,EOG,0000821189
871,EOI,0001300391
872,EOS,0001308335
873,EOT,0001454741
874,EPAC,0000006955
875,EPAM,0001352010
876,EPC,0001096752
877,EPD,0001061219
878,EPM,0001006655
879,EPR,0001045450
880,EPRT,0001728951
881,EQC,0000803649
882,EQD,0001818221
883,EQH,0001333986
884,EQNR,0001140625
885,EQR,0000906107
886,EQS,0000878932
887,EQT,0000033213
888,EQX,0001756607
889,ERC,0001227073
890,ERF,0001126874
891,ERH,0001279014
892,ERJ,0001355444
893,ES,0000072741
894,ESBA,0001553079
895,ESE,0000866706
896,ESGC,0001532981
897,ESI,0001590714
898,ESNT,0001448893
899,ESP,0000033533
900,ESRT,0001541401
901,ESS,0000920522
902,ESTC,0001707753
903,ESTE,0000010254
904,ET,0001276187
905,ETB,0001308927
906,ETG,0001270523
907,ETH,0000896156
908,ETJ,0001395325
909,ETM,0001067837
910,ETN,0001551182
911,ETO,0001281926
912,ETR,0000065984
913,ETRN,0001747009
914,ETV,0001322436
915,ETW,0001322435
916,ETX,0001563696
917,ETY,0001340736
918,EUFX,0001415311
919,EURN,0001604481
920,EV,0000350797
921,EVA,0001592057
922,EVBN,0000842518
923,EVC,0001109116
924,EVF,0001070732
925,EVG,0001287498
926,EVH,0001628908
927,EVI,0000065312
928,EVM,0001177161
929,EVN,0001074540
930,EVR,0001360901
931,EVRG,0001711269
932,EVRI,0001318568
933,EVT,0001253327
934,EVTC,0001559865
935,EVV,0001222922
936,EVY,0001074685
937,EW,0001099800
938,EXD,0001480999
939,EXG,0001379438
940,EXK,0001277866
941,EXN,0001263011
942,EXP,0000918646
943,EXPR,0001483510
944,EXR,0001289490
945,EXTN,0001635881
946,F,0000037996
947,FAF,0001472787
948,FAII,0001815849
949,FAM,0001302624
950,FAX,0000790500
951,FBC,0001033012
952,FBGX,0001114446
953,FBHS,0001519751
954,FBK,0001649749
955,FBM,0001688941
956,FBP,0001057706
957,FC,0000886206
958,FCAU,0001605484
959,FCF,0000712537
960,FCN,0000887936
961,FCO,0000876717
962,FCPT,0001650132
963,FCRW,0001464963
964,FCRZ,0001464963
965,FCT,0001282850
966,FCX,0000831259
967,FDEU,0001646109
968,FDP,0001047340
969,FDS,0001013237
970,FDX,0001048911
971,FE,0001031296
972,FEAC,0001801661
973,FEDU,0001709819
974,FEI,0001556336
975,FEN,0001284940
976,FENG,0001509646
977,FEO,0001363438
978,FET,0001401257
979,FEUL,0001053092
980,FF,0001337298
981,FFA,0001291334
982,FFC,0001174164
983,FFEU,0000312070
984,FFG,0001012771
985,FGB,0001392994
986,FGNA,0001818502
987,FHI,0001056288
988,FHN,0000036966
989,FI,0001575828
990,FICO,0000814547
991,FIEE,0001114446
992,FIF,0001513789
993,FIHD,0001114446
994,FINS,0001745059
995,FINV,0001691445
996,FIS,0001136893
997,FISK,0001553079
998,FIT,0001447599
999,FIV,0001687081
1000,FIX,0001035983
1001,FIYY,0000312070
1002,FL,0000850209
1003,FLC,0001245648
1004,FLGE,0001053092
1005,FLNG,0001772253
1006,FLO,0001128928
1007,FLOW,0001641991
1008,FLR,0001124198
1009,FLS,0000030625
1010,FLT,0001175454
1011,FLY,0001407298
1012,FMAC,0001822219
1013,FMC,0000037785
1014,FMN,0001199004
1015,FMO,0001305197
1016,FMS,0001333141
1017,FMX,0001061736
1018,FMY,0001319183
1019,FN,0001408710
1020,FNB,0000037808
1021,FND,0001507079
1022,FNF,0001331875
1023,FNV,0001456346
1024,FOE,0000035214
1025,FOF,0001375340
1026,FOR,0001406587
1027,FOUR,0001794669
1028,FPF,0001567569
1029,FPH,0001574197
1030,FPI,0001591670
1031,FPL,0001589420
1032,FR,0000921825
1033,FRA,0001259708
1034,FRC,0001132979
1035,FRD,0000039092
1036,FRLG,0000886982
1037,FRO,0000913290
1038,FRT,0000034903
1039,FSD,0001494530
1040,FSI,0001069394
1041,FSK,0001422183
1042,FSKR,0001525759
1043,FSLY,0001517413
1044,FSM,0001341335
1045,FSP,0001031316
1046,FSR,0001720990
1047,FSS,0000277509
1048,FST,0001815737
1049,FT,0000833040
1050,FTAI,0001590364
1051,FTCH,0001740915
1052,FTF,0001233087
1053,FTI,0001681459
1054,FTK,0000928054
1055,FTS,0001666175
1056,FTSI,0001529463
1057,FTV,0001659166
1058,FUBO,0001484769
1059,FUD,0001114446
1060,FUE,0000352960
1061,FUL,0000039368
1062,FUN,0000811532
1063,FUSE,0001807846
1064,FVRR,0001762301
1065,G,0001398659
1066,GAB,0000794685
1067,GAM,0000040417
1068,GATO,0001517006
1069,GATX,0000040211
1070,GAU,0001377757
1071,GAZ,0000312070
1072,GB,0001799983
1073,GBAB,0001495825
1074,GBL,0001060349
1075,GBR,0000105744
1076,GBX,0000923120
1077,GCI,0001579684
1078,GCO,0000018498
1079,GCP,0001644440
1080,GCV,0000845611
1081,GD,0000040533
1082,GDDY,0001609711
1083,GDL,0001378701
1084,GDO,0001472341
1085,GDOT,0001386278
1086,GDP,0000943861
1087,GDV,0001260729
1088,GE,0000040545
1089,GEF,0000043920
1090,GEL,0001022321
1091,GEN,0001351051
1092,GEO,0000923796
1093,GER,0001612875
1094,GES,0000912463
1095,GF,0000858706
1096,GFF,0000050725
1097,GFI,0001172724
1098,GFL,0001780232
1099,GFLU,0001780232
1100,GGB,0001073404
1101,GGG,0000042888
1102,GGM,0001551949
1103,GGN,0001313510
1104,GGO,0001635193
1105,GGT,0000921671
1106,GGZ,0001585855
1107,GHC,0000104889
1108,GHG,0001724755
1109,GHL,0001282977
1110,GHLD,0001821160
1111,GHM,0000716314
1112,GHY,0001554697
1113,GIB,0001061574
1114,GIK,0001802749
1115,GIL,0001061894
1116,GIM,0000828803
1117,GIS,0000040704
1118,GIX,0001770141
1119,GKOS,0001192448
1120,GL,0000320335
1121,GLDG,0001538847
1122,GLEO,0001784851
1123,GLO,0001350869
1124,GLOB,0001557860
1125,GLOG,0001534126
1126,GLOP,0001598655
1127,GLP,0001323468
1128,GLQ,0001316463
1129,GLT,0000041719
1130,GLU,0001282957
1131,GLV,0001288795
1132,GLW,0000024741
1133,GM,0001467858
1134,GME,0001326380
1135,GMED,0001237831
1136,GMRE,0001533615
1137,GMS,0001600438
1138,GMTA,0000040211
1139,GNE,0001528356
1140,GNK,0001326200
1141,GNL,0001526113
1142,GNRC,0001474735
1143,GNT,0001438893
1144,GNW,0001276520
1145,GOAC,0001816176
1146,GOED,0001810140
1147,GOF,0001380936
1148,GOL,0001291733
1149,GOLD,0000756894
1150,GOLF,0001672013
1151,GOOS,0001690511
1152,GORO,0001160791
1153,GPC,0000040987
1154,GPI,0001031203
1155,GPJA,0000041091
1156,GPK,0001408075
1157,GPL,0001300050
1158,GPM,0001310709
1159,GPMT,0001703644
1160,GPN,0001123360
1161,GPRK,0001464591
1162,GPS,0000039911
1163,GPX,0000070415
1164,GRA,0001045309
1165,GRC,0000042682
1166,GRF,0000850027
1167,GRN,0000312070
1168,GRU,0000352960
1169,GRUB,0001594109
1170,GRX,0001391437
1171,GS,0000886982
1172,GSAH,0001809987
1173,GSAT,0001366868
1174,GSBD,0001572694
1175,GSK,0001131399
1176,GSL,0001430725
1177,GSLD,0001430725
1178,GSP,0000312070
1179,GSS,0000903571
1180,GSV,0001321847
1181,GSX,0001768259
1182,GTE,0001273441
1183,GTES,0001718512
1184,GTN,0000043196
1185,GTS,0001171662
1186,GTT,0001315255
1187,GTY,0001052752
1188,GUT,0001080720
1189,GV,0000042316
1190,GVA,0000861459
1191,GWB,0001613665
1192,GWRE,0001528396
1193,GWW,0000277135
1194,H,0001468174
1195,HAE,0000313143
1196,HAL,0000045012
1197,HASI,0001561894
1198,HBB,0001709164
1199,HBI,0001359841
1200,HBM,0001322422
1201,HCA,0000860730
1202,HCC,0001691303
1203,HCFT,0001547546
1204,HCHC,0001006837
1205,HCI,0001400810
1206,HCXY,0001280784
1207,HCXZ,0001280784
1208,HD,0000354950
1209,HDB,0001144967
1210,HE,0000354707
1211,HEI,0000046619
1212,HEP,0001283140
1213,HEQ,0001496749
1214,HES,0000004447
1215,HESM,0001789832
1216,HEXO,0001690947
1217,HFC,0000048039
1218,HFRO,0001710680
1219,HGH,0000874766
1220,HGLB,0001622148
1221,HGV,0001674168
1222,HHC,0001498828
1223,HI,0001417398
1224,HIE,0001519505
1225,HIG,0000874766
1226,HII,0001501585
1227,HIL,0001287808
1228,HIO,0000910068
1229,HIW,0000921082
1230,HIX,0001058239
